# generated by scripts/base-taxonomy.py from poe1/data/base_items.json and item_classes.json @ e2bd511a, ../trade-query/data/items-2026-09-12.json and filters-2026-09-12.json, the item-facts raw stores (local)
name,item_class,class_name,export_category,release_state,domain,tags,trade_coarse_by_name,trade_id_predicted,basis,corpus_items,corpus_frames
Leyline Gloves,Gloves,Gloves,Gloves,released,item,int_armour not_for_sale gloves armour default,armour,armour.gloves,class,0,
Leyline Map,Map,Maps,Map,released,area,top_tier_map swamp beach not_for_sale map default,,map,class,0,
Lich's Circlet,Helmet,Helmets,Helmet,released,item,int_armour top_tier_base_item_type not_for_sale helmet armour default,armour,armour.helmet,class,2,Unique:2
Life Gain on Hit Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,7,Gem:7
Life Leech Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,0,
Life Rune,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lifetap Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,57,Gem:57
Light Brigandine,Body Armour,Body Armours,Body Armour,released,item,str_dex_armour body_armour armour default,armour,armour.chest,class,0,
Light Quiver,Quiver,Quivers,Quiver,legacy,item,quiver default,armour,armour.quiver,class,0,
Light and Truth,DivinationCard,Divination Cards,Divination Card,released,undefined,weapon_divination unique_divination unique_weapon_divination divination_card default,card,card,class,3,DivinationCard:3
Lighthouse Map,Map,Maps,Map,released,area,top_tier_map mountain not_for_sale map default,,map,class,0,
Lightless Astrolabe,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Lightning Arrow,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,8,Gem:8
Lightning Channel,Active Skill Gem,Skill Gems,Skill Gem,unreleased,undefined,gem default,,gem.activegem,class,0,
Lightning Circle,Active Skill Gem,Skill Gems,Skill Gem,unreleased,undefined,gem default,,gem.activegem,class,0,
Lightning Conduit,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,5,Gem:5
Lightning Penetration Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,21,Gem:21
Lightning Spire Trap,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,11,Gem:11
Lightning Strike,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,12,Gem:12
Lightning Tendrils,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,3,Gem:3
Lightning Trap,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,7,Gem:7
Lightning Warp,Active Skill Gem,Skill Gems,Skill Gem,released,undefined,gem default,gem,gem.activegem,class,11,Gem:11
Linden Kite Shield,Shield,Shields,Shield,released,item,str_int_armour str_int_shield shield armour default,armour,armour.shield,class,0,
Lingering Remnants,DivinationCard,Divination Cards,Divination Card,released,undefined,maps_divination corrupted_divination divination_card default,card,card,class,4,DivinationCard:4
Lion Pelt,Helmet,Helmets,Helmet,released,item,dex_armour top_tier_base_item_type helmet armour default,armour,armour.helmet,class,28,Rare:12 Unique:9 Normal:4 Magic:3
Lion Sword,Two Hand Sword,Two Hand Swords,Two Hand Sword,released,item,top_tier_base_item_type sword two_hand_weapon twohand weapon default,weapon,weapon.twosword,class,3,Unique:2 Rare:1
Lithe Blade,Two Hand Sword,Two Hand Swords,Two Hand Sword,released,item,not_for_sale maraketh sword two_hand_weapon twohand weapon default,weapon,weapon.twosword,class,1,Rare:1
Living Ice,HeistObjective,Heist Targets,Heist Target,released,undefined,default,currency,currency.heistobjective,class,0,
Living Lightning Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,0,
Lockpicking Contract,InstanceLocalItem,Instance Local Items,Instance Local Item,released,undefined,default,,map,class,0,
Locus Mine Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,support_gem gem default,gem,gem.supportgem,class,1,Gem:1
Lone Antler Talisman,Amulet,Amulets,Amulet,released,item,talisman amulet default,accessory,accessory.amulet,class,9,Rare:9
Lonely Fragment,MapFragment,Map Fragments,Map Fragment,released,undefined,default,map,map.fragment,class,2,Normal:2
Lonely Reliquary Key,VaultKey,Vault Keys,Vault Key,released,undefined,default,map,map,class,0,
Lonely Warrior,DivinationCard,Divination Cards,Divination Card,released,undefined,jewellery_divination unique_divination unique_jewellery_divination divination_card default,card,card,class,0,
Long Bow,Bow,Bows,Bow,released,item,bow ranged two_hand_weapon twohand weapon default,weapon,weapon.bow,class,15,Unique:15
Long Staff,Staff,Staves,Staff,released,item,staff two_hand_weapon twohand weapon default,weapon,weapon.basestaff,class,0,
Longsword,Two Hand Sword,Two Hand Swords,Two Hand Sword,released,item,sword two_hand_weapon twohand weapon default,weapon,weapon.twosword,class,0,
Longtooth Talisman,Amulet,Amulets,Amulet,released,item,talisman amulet default,accessory,accessory.amulet,class,4,Rare:4
Lookout Map,Map,Maps,Map,released,area,not_for_sale urban can_be_infected_map map default,,map,class,0,
Lordly Plate,Body Armour,Body Armours,Body Armour,released,item,str_armour body_armour armour default,armour,armour.chest,class,1,Rare:1
Loricated Ringmail,Body Armour,Body Armours,Body Armour,released,item,str_int_armour body_armour armour default,armour,armour.chest,class,8,Rare:8
Lost Worlds,DivinationCard,Divination Cards,Divination Card,released,undefined,maps_divination divination_card default,card,card,class,2,DivinationCard:2
Love Through Ice,DivinationCard,Divination Cards,Divination Card,released,undefined,jewellery_divination unique_divination corrupted_divination unique_corrupted_divination unique_jewellery_divination divination_card default,card,card,class,1,DivinationCard:1
Loyalty,DivinationCard,Divination Cards,Divination Card,released,undefined,currency_divination currency_basic_divination divination_card default,card,card,class,5,DivinationCard:5
Loyalty Tattoo of Ahuana,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Loyalty Tattoo of Akoya,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Loyalty Tattoo of Ikiaho,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Loyalty Tattoo of Kahuturoa,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Loyalty Tattoo of Kaom,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Loyalty Tattoo of Kiloava,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Loyalty Tattoo of Maata,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Loyalty Tattoo of Rakiata,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Loyalty Tattoo of Tawhanuku,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Loyalty Tattoo of Utula,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency,class,0,
Lucent Fossil,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,currency,currency.fossil,class + name rule,2,Currency:2
Luck of the Vaal,DivinationCard,Divination Cards,Divination Card,released,undefined,divination_card default,,card,class,0,
Lucky Bastion,DivinationCard,Divination Cards,Divination Card,released,undefined,unique_divination boss_drop_card divination_card default,card,card,class,0,
Lucky Connections,DivinationCard,Divination Cards,Divination Card,released,undefined,currency_divination currency_basic_divination divination_card default,card,card,class,5,DivinationCard:5
Lucky Deck,DivinationCard,Divination Cards,Divination Card,released,undefined,gives_other_cards_divination divination_card default,card,card,class,1,DivinationCard:1
Luminous Astrolabe,QuestItem,Quest Items,Quest Item,released,undefined,default,,,none,0,
Luminous Trove,DivinationCard,Divination Cards,Divination Card,released,undefined,jewellery_divination unique_divination corrupted_divination unique_corrupted_divination unique_jewellery_divination boss_drop_card divination_card default,card,card,class,0,
Lunaris Circlet,Helmet,Helmets,Helmet,released,item,int_armour helmet armour default,armour,armour.helmet,class,19,Unique:11 Rare:8
Lupine Charm,AnimalCharm,Charms,Charm,released,affliction_charm,dex_animal_charm animal_charm default,,,none,0,
Lustrous Ward,HeistEquipmentTool,Heist Tools,Heist Tool,released,heist_npc,heist_equipment_counterthaumaturge heist_equipment_tool heist_equipment default,heistequipment,heistequipment.heisttool,class,1,Magic:1
Lycia's Invocation of Acrobatics,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Ancestral Bond,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Arrow Dancing,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Avatar of Fire,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Blood Magic,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Call to Arms,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Conduit,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Crimson Dance,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Divine Shield,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Eldritch Battery,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Elemental Equilibrium,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Elemental Overload,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Eternal Youth,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Ghost Dance,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Ghost Reaver,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Glancing Blows,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Hex Master,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Imbalanced Guard,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Iron Grip,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Iron Reflexes,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Iron Will,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Lethe Shade,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Magebane,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Mind over Matter,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Minion Instability,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Pain Attunement,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Perfect Agony,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Point Blank,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Precise Technique,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Resolute Technique,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Runebinder,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Solipsism,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Supreme Ego,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Unwavering Stance,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Vaal Pact,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Versatile Combatant,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Wicked Ward,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Wind Dancer,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of Zealot's Oath,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of the Agnostic,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lycia's Invocation of the Impaler,StackableCurrency,Stackable Currency,Currency,released,undefined,currency default,,currency,class,0,
Lynx Talisman,Amulet,Amulets,Amulet,released,item,talisman amulet default,accessory,accessory.amulet,class,0,
Lysah's Respite,DivinationCard,Divination Cards,Divination Card,released,undefined,jewellery_divination unique_divination unique_jewellery_divination unique_corrupted_divination corrupted_divination divination_card default,card,card,class,4,DivinationCard:4
MTX Wrapper,Microtransaction,Microtransactions,,released,undefined,default,,,none,0,
Machinations Support,Support Skill Gem,Support Gems,Support Gem,released,undefined,level_capped_gem support_gem gem default,gem,gem.supportgem,class,0,
