# generated by scripts/census.py from raw/spike-GERWARIC_7694-2026-09-13.db, raw/cpp-userstore-GERWARIC_7694-2026-09-13.db, ../trade-query/data/items-2026-09-12.json
array,template,items,lines,kinds,flags,example
explicitMods,"With a Murderous Eye Jewel Socketed, Melee Hits have #% chance to Fortify",2,2,object:2,,"With a Murderous Eye Jewel Socketed, Melee Hits have 25% chance to Fortify"
explicitMods,"With a Searching Eye Jewel Socketed, Blind Enemies for # seconds on Hit with Attacks",2,2,object:2,,"With a Searching Eye Jewel Socketed, Blind Enemies for 4 seconds on Hit with Attacks"
explicitMods,"With at least # Dexterity in Radius, Dual Strike deals Splash Damage\nto surrounding targets while wielding a Mace",2,2,object:2,,"With at least 40 Dexterity in Radius, Dual Strike deals Splash Damage\nto surrounding targets while"
explicitMods,"With at least # Dexterity in Radius, Dual Strike has #% increased Attack\nSpeed while wielding a Claw",2,2,object:2,,"With at least 40 Dexterity in Radius, Dual Strike has 13% increased Attack\nSpeed while wielding a C"
explicitMods,"With at least # Strength in Radius, Heavy Strike has a \n#% chance to deal Double Damage",2,2,object:2,,"With at least 40 Strength in Radius, Heavy Strike has a \n20% chance to deal Double Damage"
explicitMods,"With at least # Strength in Radius, Hits with Vigilant Strike Fortify you and Nearby Allies for # seconds",2,2,object:2,,"With at least 40 Strength in Radius, Hits with Vigilant Strike Fortify you and Nearby Allies for 8 s"
explicitMods,You Burn for #% of your Maximum Mana per second as Fire Damage,2,2,object:2,,You Burn for 90% of your Maximum Mana per second as Fire Damage
explicitMods,You are at Maximum Chance to Block Spell Damage if you have not Blocked Recently,2,2,object:2,,You are at Maximum Chance to Block Spell Damage if you have not Blocked Recently
explicitMods,You can apply one fewer Curse,2,2,object:2,,You can apply one fewer Curse
explicitMods,You cannot be Hindered,2,2,object:2,,You cannot be Hindered
explicitMods,You cannot have Non-Spectre Minions,2,2,object:2,,You cannot have Non-Spectre Minions
explicitMods,You gain Divinity for # seconds on reaching maximum Divine Charges\nLose all Divine Charges when you gain Divinity,2,2,object:2,,You gain Divinity for 10 seconds on reaching maximum Divine Charges\nLose all Divine Charges when yo
explicitMods,You have Phasing if Energy Shield Recharge has started Recently,2,2,object:2,,You have Phasing if Energy Shield Recharge has started Recently
explicitMods,You have Phasing while on Low Life,2,2,object:2,,You have Phasing while on Low Life
explicitMods,You have Vaal Pact while all Socketed Gems are Red,2,2,object:2,,You have Vaal Pact while all Socketed Gems are Red
explicitMods,You have Zealot's Oath if you haven't been hit recently,2,2,object:2,,You have Zealot's Oath if you haven't been hit recently
explicitMods,Your Curse Limit is equal to your maximum Power Charges,2,2,object:2,,Your Curse Limit is equal to your maximum Power Charges
explicitMods,Your Hits cannot Penetrate or ignore Elemental Resistances,2,2,object:2,,Your Hits cannot Penetrate or ignore Elemental Resistances
explicitMods,Your Lightning Damage can Ignite,2,2,object:2,,Your Lightning Damage can Ignite
explicitMods,Your Maps have #% chance to contain Einhar,2,2,object:2,,Your Maps have +22% chance to contain Einhar
explicitMods,Your Maps have #% chance to contain Jun,2,2,object:2,,Your Maps have +34% chance to contain Jun
explicitMods,Your Maps have #% chance to contain Ritual Altars,2,2,object:2,,Your Maps have +41% chance to contain Ritual Altars
explicitMods,Your Maps have #% chance to contain a Blight Encounter,2,2,object:2,,Your Maps have +32% chance to contain a Blight Encounter
explicitMods,Your Maps have #% chance to contain a Legion Encounter,2,2,object:2,,Your Maps have +21% chance to contain a Legion Encounter
explicitMods,Your Maps have #% chance to contain an [ContainsAbyss|Abyss],2,2,object:2,,Your Maps have +23% chance to contain an [ContainsAbyss|Abyss]
explicitMods,Your Maps have a #% chance to contain an additional Shrine,2,2,object:2,,Your Maps have a 43% chance to contain an additional Shrine
explicitMods,Your Minions use your Flasks when summoned,2,2,object:2,,Your Minions use your Flasks when summoned
explicitMods,Your Movement Speed is #% of its base value,2,2,object:2,,Your Movement Speed is 150% of its base value
explicitMods,# Added Passive Skill is Ancestral Preservation,1,1,object:1,,1 Added Passive Skill is Ancestral Preservation
explicitMods,# Added Passive Skill is Antifreeze,1,1,object:1,,1 Added Passive Skill is Antifreeze
explicitMods,# Added Passive Skill is Arcane Pyrotechnics,1,1,object:1,,1 Added Passive Skill is Arcane Pyrotechnics
explicitMods,# Added Passive Skill is Astonishing Affliction,1,1,object:1,,1 Added Passive Skill is Astonishing Affliction
explicitMods,# Added Passive Skill is Basics of Pain,1,1,object:1,,1 Added Passive Skill is Basics of Pain
explicitMods,# Added Passive Skill is Battlefield Dominator,1,1,object:1,,1 Added Passive Skill is Battlefield Dominator
explicitMods,# Added Passive Skill is Born of Chaos,1,1,object:1,,1 Added Passive Skill is Born of Chaos
explicitMods,# Added Passive Skill is Broadside,1,1,object:1,,1 Added Passive Skill is Broadside
explicitMods,# Added Passive Skill is Brutal Infamy,1,1,object:1,,1 Added Passive Skill is Brutal Infamy
explicitMods,# Added Passive Skill is Capacitor,1,1,object:1,,1 Added Passive Skill is Capacitor
explicitMods,# Added Passive Skill is Cold Conduction,1,1,object:1,,1 Added Passive Skill is Cold Conduction
explicitMods,# Added Passive Skill is Cold to the Core,1,1,object:1,,1 Added Passive Skill is Cold to the Core
explicitMods,# Added Passive Skill is Corrosive Elements,1,1,object:1,,1 Added Passive Skill is Corrosive Elements
explicitMods,# Added Passive Skill is Disorienting Wounds,1,1,object:1,,1 Added Passive Skill is Disorienting Wounds
explicitMods,# Added Passive Skill is Dread March,1,1,object:1,,1 Added Passive Skill is Dread March
explicitMods,# Added Passive Skill is Eldritch Inspiration,1,1,object:1,,1 Added Passive Skill is Eldritch Inspiration
explicitMods,# Added Passive Skill is Elegant Form,1,1,object:1,,1 Added Passive Skill is Elegant Form
explicitMods,# Added Passive Skill is Eye to Eye,1,1,object:1,,1 Added Passive Skill is Eye to Eye
explicitMods,# Added Passive Skill is Fettle,1,1,object:1,,1 Added Passive Skill is Fettle
explicitMods,# Added Passive Skill is Flexible Sentry,1,1,object:1,,1 Added Passive Skill is Flexible Sentry
explicitMods,# Added Passive Skill is Heraldry,1,1,object:1,,1 Added Passive Skill is Heraldry
explicitMods,# Added Passive Skill is Holistic Health,1,1,object:1,,1 Added Passive Skill is Holistic Health
explicitMods,# Added Passive Skill is Hound's Mark,1,1,object:1,,1 Added Passive Skill is Hound's Mark
explicitMods,# Added Passive Skill is Life from Death,1,1,object:1,,1 Added Passive Skill is Life from Death
explicitMods,# Added Passive Skill is Master of Fear,1,1,object:1,,1 Added Passive Skill is Master of Fear
explicitMods,# Added Passive Skill is Master of the Maelstrom,1,1,object:1,,1 Added Passive Skill is Master of the Maelstrom
explicitMods,# Added Passive Skill is Molten One's Mark,1,1,object:1,,1 Added Passive Skill is Molten One's Mark
explicitMods,# Added Passive Skill is Mortifying Aspect,1,1,object:1,,1 Added Passive Skill is Mortifying Aspect
explicitMods,# Added Passive Skill is Mystical Ward,1,1,object:1,,1 Added Passive Skill is Mystical Ward
explicitMods,# Added Passive Skill is Natural Vigour,1,1,object:1,,1 Added Passive Skill is Natural Vigour
explicitMods,# Added Passive Skill is No Witnesses,1,1,object:1,,1 Added Passive Skill is No Witnesses
explicitMods,# Added Passive Skill is Non-Flammable,1,1,object:1,,1 Added Passive Skill is Non-Flammable
explicitMods,# Added Passive Skill is Numbing Elixir,1,1,object:1,,1 Added Passive Skill is Numbing Elixir
explicitMods,# Added Passive Skill is Opportunistic Fusilade,1,1,object:1,,1 Added Passive Skill is Opportunistic Fusilade
explicitMods,# Added Passive Skill is Phlebotomist,1,1,object:1,,1 Added Passive Skill is Phlebotomist
explicitMods,# Added Passive Skill is Precise Focus,1,1,object:1,,1 Added Passive Skill is Precise Focus
explicitMods,# Added Passive Skill is Primordial Bond,1,1,object:1,,1 Added Passive Skill is Primordial Bond
explicitMods,# Added Passive Skill is Prodigious Defence,1,1,object:1,,1 Added Passive Skill is Prodigious Defence
explicitMods,# Added Passive Skill is Provocateur,1,1,object:1,,1 Added Passive Skill is Provocateur
explicitMods,# Added Passive Skill is Pure Aptitude,1,1,object:1,,1 Added Passive Skill is Pure Aptitude
explicitMods,# Added Passive Skill is Raze and Pillage,1,1,object:1,,1 Added Passive Skill is Raze and Pillage
explicitMods,# Added Passive Skill is Rot-Resistant,1,1,object:1,,1 Added Passive Skill is Rot-Resistant
explicitMods,# Added Passive Skill is Rote Reinforcement,1,1,object:1,,1 Added Passive Skill is Rote Reinforcement
explicitMods,# Added Passive Skill is Sap Psyche,1,1,object:1,,1 Added Passive Skill is Sap Psyche
explicitMods,# Added Passive Skill is Second Skin,1,1,object:1,,1 Added Passive Skill is Second Skin
explicitMods,# Added Passive Skill is Seeker Runes,1,1,object:1,,1 Added Passive Skill is Seeker Runes
explicitMods,# Added Passive Skill is Storm's Hand,1,1,object:1,,1 Added Passive Skill is Storm's Hand
explicitMods,# Added Passive Skill is Stormrider,1,1,object:1,,1 Added Passive Skill is Stormrider
explicitMods,# Added Passive Skill is Strike Leader,1,1,object:1,,1 Added Passive Skill is Strike Leader
explicitMods,# Added Passive Skill is Stubborn Student,1,1,object:1,,1 Added Passive Skill is Stubborn Student
explicitMods,# Added Passive Skill is Tempered Arrowheads,1,1,object:1,,1 Added Passive Skill is Tempered Arrowheads
explicitMods,# Added Passive Skill is Tempt the Storm,1,1,object:1,,1 Added Passive Skill is Tempt the Storm
explicitMods,# Added Passive Skill is Thaumophage,1,1,object:1,,1 Added Passive Skill is Thaumophage
explicitMods,# Added Passive Skill is Vicious Bite,1,1,object:1,,1 Added Passive Skill is Vicious Bite
explicitMods,# Added Passive Skill is Weight Advantage,1,1,object:1,,1 Added Passive Skill is Weight Advantage
explicitMods,# Armour if you've Blocked Recently,1,1,object:1,,+1500 Armour if you've Blocked Recently
explicitMods,# Armour per Summoned Totem,1,1,object:1,,+300 Armour per Summoned Totem
explicitMods,# Energy Shield gained on Killing a Shocked Enemy,1,1,object:1,,+208 Energy Shield gained on Killing a Shocked Enemy
explicitMods,# Fire Damage taken from Hits,1,1,object:1,,-20 Fire Damage taken from Hits
explicitMods,# Strength per # Strength on Allocated Passives in Radius,1,1,object:1,,-1 Strength per 1 Strength on Allocated Passives in Radius
explicitMods,# maximum Beam Target,1,1,object:1,,1 maximum Beam Target
explicitMods,# metre to Dodge Roll distance,1,1,object:1,,+1 metre to Dodge Roll distance
explicitMods,# second to Summon Skeleton Cooldown,1,1,object:1,,+1 second to Summon Skeleton Cooldown
explicitMods,# to # Added Chaos Damage with Claw Attacks,1,1,object:1,,7 to 11 Added Chaos Damage with Claw Attacks
explicitMods,# to # Added Cold Damage per # Evasion Rating on Shield,1,1,object:1,,4 to 7 Added Cold Damage per 15 Evasion Rating on Shield
explicitMods,# to # Added Cold Damage with Claw Attacks,1,1,object:1,,8 to 15 Added Cold Damage with Claw Attacks
explicitMods,# to # Added Fire Damage with Sword Attacks,1,1,object:1,,11 to 17 Added Fire Damage with Sword Attacks
explicitMods,# to # Added Fire Damage with Wand Attacks,1,1,object:1,,15 to 25 Added Fire Damage with Wand Attacks
explicitMods,# to # Added Lightning Damage with Staff Attacks,1,1,object:1,,1 to 24 Added Lightning Damage with Staff Attacks
explicitMods,# to # Added Lightning Damage with Sword Attacks,1,1,object:1,,1 to 30 Added Lightning Damage with Sword Attacks
explicitMods,# to # Added Physical Damage with Dagger Attacks,1,1,object:1,,2 to 3 Added Physical Damage with Dagger Attacks
explicitMods,# to # Added Physical Damage with Staff Attacks,1,1,object:1,,4 to 6 Added Physical Damage with Staff Attacks
explicitMods,# to # Added Spell Chaos Damage while Dual Wielding,1,1,object:1,,10 to 15 Added Spell Chaos Damage while Dual Wielding
explicitMods,# to # Added Spell Cold Damage while Dual Wielding,1,1,object:1,,12 to 16 Added Spell Cold Damage while Dual Wielding
explicitMods,# to # Added Spell Fire Damage while holding a Shield,1,1,object:1,,11 to 16 Added Spell Fire Damage while holding a Shield
explicitMods,# to # Added Spell Lightning Damage while Dual Wielding,1,1,object:1,,1 to 25 Added Spell Lightning Damage while Dual Wielding
explicitMods,# to # Added Spell Physical Damage while Dual Wielding,1,1,object:1,,1 to 3 Added Spell Physical Damage while Dual Wielding
explicitMods,# to # Added Spell Physical Damage while holding a Shield,1,1,object:1,,2 to 4 Added Spell Physical Damage while holding a Shield
explicitMods,# to # Added Spell Physical Damage while wielding a Two Handed Weapon,1,1,object:1,,5 to 7 Added Spell Physical Damage while wielding a Two Handed Weapon
explicitMods,# to # Base Off Hand Cold Damage,1,1,object:1,,69 to 103 Base Off Hand Cold Damage
explicitMods,# to # Fire Damage per Endurance Charge,1,1,object:1,,4 to 7 Fire Damage per Endurance Charge
explicitMods,# to # added Fire Damage\nPlayers and their Minions have # to # added Fire Damage,1,1,object:1,,11 to 20 added Fire Damage\nPlayers and their Minions have 11 to 20 added Fire Damage
